step,segment_i,segment_step,mode,time,osqp_status,base_z,roll,pitch,base_qdd_z,dyn_res_norm,stance_acc_res_norm,swing_acc_error_norm,tau_pd_max_abs,tau_wbc_max_abs,tau_total_max_abs,cmd_step_jump_norm,cmd_step_jump_abs,saturated
113,0,113,trot_FR_RL,0.228000000,solved,0.295262989309,0.036729494744,-0.015755058861,0.083075586887,7.772418504976e-08,2.771442504351e-09,1.035088444911e-01,8.517945189089,9.755990783430,5.852132656702,0.080302085126,0.044225563402,False
114,0,114,trot_FR_RL,0.230000000,solved,0.295411508544,0.035250913224,-0.014210262391,0.084258043348,7.343233479206e-08,2.663288587943e-09,1.114844729474e-01,7.431621275843,9.781145752570,6.523182076647,0.041252455487,0.025154969140,False
115,0,115,trot_FR_RL,0.232000000,solved,0.295596980360,0.037782324616,-0.013542634829,0.082734706288,7.688859900984e-08,2.730795051528e-09,1.052044833002e-01,8.390377500261,9.751491832381,6.033387170158,0.093025563939,0.050966958811,False
116,0,116,trot_FR_RL,0.234000000,solved,0.295935986895,0.035442811019,-0.012805806805,0.084256351526,7.258682715406e-08,2.623935694570e-09,1.123293433928e-01,8.664254488157,9.775962291537,6.959210108612,0.038178743788,0.024470459156,False
117,0,117,trot_FR_RL,0.236000000,solved,0.296328207442,0.036998959161,-0.012834611400,0.082876249401,7.664426782618e-08,2.720472802404e-09,1.050713073160e-01,8.754847317494,9.745854553598,6.369940113917,0.080441821703,0.044396630650,False
118,0,118,trot_FR_RL,0.238000000,solved,0.296842689069,0.035934423500,-0.012837199012,0.083536350848,7.285800202484e-08,2.620671337723e-09,1.099030884212e-01,9.198895533414,9.760033987048,7.182216230015,0.023614215303,0.014179433450,False
119,0,119,trot_FR_RL,0.240000000,solved,0.297403106645,0.033800123458,-0.013168194832,0.083463821573,7.462569156646e-08,2.664839274120e-09,1.046832021718e-01,9.871743128705,9.753255262114,6.852250997658,0.039918286454,0.020104330618,False
120,0,120,trot_FR_RL,0.242000000,solved,0.298121011435,0.035783507034,-0.013413604667,0.085249219662,7.489248048873e-08,2.671416863073e-09,1.078863085851e-01,10.944367327796,9.737168665749,3.531615904901,0.031008620592,0.016086596364,False
121,0,121,trot_FR_RL,0.244000000,solved,0.298751759436,0.032884210325,-0.014323602495,0.083820077046,7.286890576347e-08,2.610417479973e-09,1.074244980958e-01,12.522244021872,9.741363684104,7.159009510648,0.025337215231,0.014198667286,False
122,0,122,trot_FR_RL,0.246000000,solved,0.299441736526,0.035089243576,-0.014201906857,0.086203300851,7.562316502970e-08,2.701389339650e-09,1.093020226609e-01,12.630597575310,9.724538155414,6.679986488370,0.042154084939,0.027583344727,False
123,0,123,trot_FR_RL,0.248000000,solved,0.300170593540,0.034879209147,-0.014421700768,0.083791184134,7.072788856074e-08,2.548008063610e-09,1.065732149428e-01,8.042731193393,9.734644888695,6.710286736695,0.021615900386,0.010817555569,False
124,0,124,trot_FR_RL,0.250000000,solved,0.300965026378,0.034876276052,-0.014618680791,0.084395473998,7.198781735882e-08,2.602273991951e-09,1.068391796793e-01,8.950552462469,9.729482531310,3.604669220778,0.021240761194,0.013576376350,False
125,0,125,trot_FR_RL,0.252000000,solved,0.301734610729,0.033902368188,-0.015683242986,0.084024205193,7.264583765557e-08,2.644995561377e-09,1.087494608623e-01,13.076030408804,9.728669633213,6.474330812260,0.029279648511,0.017785374840,False
126,0,126,trot_FR_RL,0.254000000,solved,0.302595397782,0.030704199959,-0.016287056899,0.082146346501,7.475060859003e-08,2.734602968685e-09,9.997016487738e-02,10.410526320349,9.732621241351,6.507683681269,0.017807183499,0.008574498437,False
127,0,127,trot_FR_RL,0.256000000,solved,0.303383515616,0.032569829233,-0.016607141755,0.084926560102,7.498994825753e-08,2.738009847244e-09,1.061463599367e-01,13.638898831043,9.725215895564,6.537128679814,0.030799307137,0.018120709614,False
128,0,128,trot_FR_RL,0.258000000,solved,0.304209804406,0.029302543137,-0.017113485201,0.081252652014,7.403644547509e-08,2.722428779206e-09,1.006392342605e-01,14.472714350386,9.727190310695,6.027762985064,0.051666120426,0.036620354420,False
129,0,129,trot_FR_RL,0.260000000,solved,0.305023636772,0.030580991459,-0.017895576873,0.084811852250,7.566537274853e-08,2.760089431922e-09,1.041285720611e-01,10.480883842054,9.720022746513,6.524800817370,0.028720175718,0.019132159826,False
130,0,130,trot_FR_RL,0.262000000,solved,0.305825940890,0.027793764530,-0.018464853677,0.082064673177,7.404158845851e-08,2.704602102362e-09,1.013822075828e-01,12.693235856981,9.714009930929,4.586367856348,0.054880126744,0.039737124266,False
131,0,131,trot_FR_RL,0.264000000,solved,0.306609523078,0.029443438699,-0.019265021397,0.084687373684,7.494404161424e-08,2.755057236185e-09,1.023976782708e-01,6.456619536605,9.708235088387,6.596622239343,0.033648394205,0.023376826199,False
132,0,132,trot_FR_RL,0.266000000,solved,0.307399444646,0.026596523240,-0.020410632796,0.081993707411,7.388420670309e-08,2.729083739544e-09,9.989787728758e-02,13.541536710800,9.708453416529,4.574428799503,0.047392134244,0.033583207543,False
133,0,133,trot_FR_RL,0.268000000,solved,0.308130756061,0.028435103935,-0.021157506698,0.085472371067,7.581963124198e-08,2.790687269602e-09,1.025667157382e-01,13.920798223277,9.699671698970,6.783356396393,0.053858365347,0.037783026000,False
134,0,134,trot_FR_RL,0.270000000,solved,0.308889162965,0.027042616176,-0.022069891326,0.081821065044,7.237117619074e-08,2.691491499242e-09,9.888062983451e-02,11.882741329426,9.700960554018,4.704168001187,0.049665337042,0.035377685627,False
135,0,135,trot_FR_RL,0.272000000,solved,0.309591593518,0.028228891687,-0.023032878559,0.083355069607,7.693475845928e-08,2.833743405287e-09,9.756002754955e-02,11.211937087477,9.696656908854,7.418902211964,0.021886009453,0.012770992428,False
136,0,136,trot_FR_RL,0.274000000,solved,0.310306265757,0.025840013289,-0.023737852767,0.082418826505,7.452171619994e-08,2.754250137805e-09,9.794506878058e-02,13.217382313037,9.693150991889,4.776217199598,0.035305294994,0.024357489670,False
137,0,137,trot_FR_RL,0.276000000,solved,0.310953485962,0.026999927415,-0.024664025469,0.084430679192,7.625967556215e-08,2.820979777995e-09,9.938962933415e-02,14.786175844347,9.684786578199,6.608763726664,0.028845734224,0.019915218119,False
138,0,138,trot_FR_RL,0.278000000,solved,0.311608631332,0.024720584781,-0.025388780698,0.082181937041,7.506619802646e-08,2.787204684213e-09,9.647909570974e-02,13.276213633259,9.684652501761,4.460988587589,0.032698834274,0.021534267082,False
139,0,139,trot_FR_RL,0.280000000,solved,0.312196245976,0.026033449875,-0.026244204743,0.083913410221,7.592440685369e-08,2.826874300497e-09,9.738431451407e-02,11.725905561694,9.679492851413,6.602875088027,0.026726476392,0.019168715139,False
140,0,140,trot_FR_RL,0.282000000,solved,0.312788654947,0.023891197224,-0.026920110984,0.081406587007,7.565021884583e-08,2.793169168406e-09,9.356417296868e-02,13.148198982575,9.681457334434,5.539520393135,0.035214890486,0.021878880665,False
141,0,141,trot_FR_RL,0.284000000,solved,0.313338326562,0.025802126190,-0.027681547528,0.082824656244,7.614581878355e-08,2.823419123758e-09,9.443240792749e-02,10.304962745157,9.677728331194,6.578155513104,0.021239110358,0.015018013869,False
142,0,142,trot_FR_RL,0.286000000,solved,0.313853798510,0.023965073794,-0.028405811645,0.080899871500,7.590127708213e-08,2.849217563001e-09,9.258976396344e-02,17.925660006849,9.681707061859,8.435469065191,0.040082158690,0.025223366735,False
143,0,143,trot_FR_RL,0.288000000,solved,0.314328086671,0.026214825550,-0.029142943454,0.082700788710,7.579737212109e-08,2.836066353716e-09,9.448370524510e-02,7.420414386051,9.680392882398,6.590575066377,0.023207883876,0.016837361454,False
144,0,144,trot_FR_RL,0.290000000,solved,0.314764816324,0.024454838707,-0.029870728526,0.080962918086,7.537657089314e-08,2.847384417321e-09,9.228875006856e-02,15.895031087555,9.684813750104,6.408587996519,0.037574883835,0.024124263607,False
145,0,145,trot_FR_RL,0.292000000,solved,0.315161265997,0.026788919293,-0.030605785754,0.082336562552,7.577903830866e-08,2.843990681359e-09,9.425553711864e-02,6.313673693689,9.683687723622,6.560642322226,0.024424099519,0.017438867869,False
146,0,146,trot_FR_RL,0.294000000,solved,0.315528464485,0.025573759398,-0.031265119916,0.080580493413,7.489123444674e-08,2.832764985620e-09,9.175167427011e-02,14.680265823675,9.687628114682,5.197737036207,0.038599887600,0.024175166117,False
147,0,147,trot_FR_RL,0.296000000,solved,0.315855196592,0.028394855082,-0.031934762197,0.081405493692,7.541785316205e-08,2.829372910201e-09,9.397707264390e-02,6.337509533730,9.687820488007,6.585053237954,0.015585421380,0.010240029167,False
148,0,148,trot_FR_RL,0.298000000,solved,0.316145076116,0.027186630762,-0.032591173684,0.080145669136,7.491313785451e-08,2.834029027808e-09,9.050046897507e-02,13.877077000169,9.691983289766,5.403086942948,0.035337565588,0.022378316755,False
149,0,149,trot_FR_RL,0.300000000,solved,0.316394644459,0.030011610054,-0.033257824082,0.080792694763,7.553682612709e-08,2.827348294890e-09,9.410304564863e-02,6.308734177501,9.691780518670,6.556569736386,0.018229584780,0.011554230360,False
150,0,150,trot_FR_RL,0.302000000,solved,0.316607562225,0.028823253115,-0.033909965087,0.079485775313,7.480204773794e-08,2.821327767209e-09,9.030577418683e-02,13.511012518843,9.695182019551,5.410396110601,0.034943371317,0.021210214117,False
151,0,151,trot_FR_RL,0.304000000,solved,0.316780193388,0.031661539316,-0.034572772362,0.080005424301,7.543029458688e-08,2.816409817961e-09,9.526243037739e-02,6.292041149083,9.694682918799,6.540060832479,0.018197908492,0.010775138823,False
152,0,152,trot_FR_RL,0.306000000,solved,0.316916232907,0.030496766201,-0.035220627861,0.078692036320,7.454867468411e-08,2.803705810849e-09,9.117753701229e-02,13.497614683297,9.697432428106,5.424230704213,0.035964191152,0.022087655526,False
153,0,153,trot_FR_RL,0.308000000,solved,0.317011962864,0.033352754348,-0.035879576311,0.079098970617,7.515073865087e-08,2.799197259540e-09,9.773741193276e-02,6.282229893728,9.696718372095,6.530363737526,0.017066561020,0.009152297033,False
154,0,154,trot_FR_RL,0.310000000,solved,0.317071081019,0.032212303028,-0.036523494775,0.077811234682,7.417924847291e-08,2.782447686043e-09,9.339651200065e-02,13.516723159628,9.698929589317,5.442515668656,0.037339007335,0.023190334587,False
155,0,155,trot_FR_RL,0.312000000,solved,0.317089865412,0.035088926504,-0.037178806768,0.078112170333,7.474614559733e-08,2.777877606728e-09,1.016123174596e-01,6.276431300052,9.698082274639,6.524632349295,0.015732663891,0.008576443760,False
156,0,156,trot_FR_RL,0.314000000,solved,0.317078005704,0.034322482018,-0.037770311587,0.076870664944,7.372218004407e-08,2.758733550557e-09,9.702800183607e-02,13.527961257911,9.699868842533,5.464633767183,0.038535368774,0.024089719987,False
157,0,157,trot_FR_RL,0.316000000,solved,0.317025458590,0.037530591744,-0.038376116134,0.076880134735,7.411972553444e-08,2.745613445503e-09,1.065089114833e-01,6.305281900516,9.699789045753,6.553833646969,0.011031726781,0.005886152482,False
158,0,158,trot_FR_RL,0.318000000,solved,0.316935836538,0.036712778656,-0.038969837797,0.076121395020,7.366266857719e-08,2.751335654679e-09,9.939829961617e-02,13.497102655899,9.701822986073,5.719559345657,0.034106848243,0.020243918042,False
159,0,159,trot_FR_RL,0.320000000,solved,0.316805581012,0.039880854452,-0.039577683519,0.076036428696,7.411578917538e-08,2.736749550156e-09,1.108171534394e-01,6.288514898510,9.701575476947,6.537208291278,0.013907611927,0.007161421068,False
160,0,160,trot_FR_RL,0.322000000,solved,0.316638217706,0.039034107633,-0.040173040755,0.075277928613,7.355601295840e-08,2.737763446197e-09,1.036979702600e-01,13.514942248277,9.703288520572,5.691006591029,0.032023927734,0.018642948561,False
161,0,161,trot_FR_RL,0.324000000,solved,0.316430313565,0.042183965665,-0.040782232362,0.075124008012,7.398488632947e-08,2.724303248558e-09,1.161841344830e-01,6.279505265268,9.702990925846,6.528257442358,0.015406765668,0.008281021777,False
162,0,162,trot_FR_RL,0.326000000,solved,0.316185272337,0.041327608751,-0.041378515468,0.074368538414,7.333484794150e-08,2.721116053466e-09,1.091239649775e-01,13.524623591766,9.704466893962,5.678424765602,0.031344214838,0.018127191012,False
163,0,163,trot_FR_RL,0.328000000,solved,0.315899822963,0.044478836920,-0.041988232262,0.074137752541,7.374002465416e-08,2.708444013868e-09,1.225741616372e-01,6.275292242310,9.704207851028,6.524060002365,0.015961325054,0.008857027344,False
164,0,164,trot_FR_RL,0.330000000,solved,0.315577213212,0.043630690089,-0.042584612054,0.073381198018,7.300823116206e-08,2.701360011991e-09,1.156705604457e-01,13.529088540055,9.705506410531,5.681077084342,0.031572769786,0.018286496176,False
165,0,165,trot_FR_RL,0.332000000,solved,0.315214377206,0.046802409780,-0.043193843129,0.073065989471,7.338720554379e-08,2.689109951005e-09,1.299763664728e-01,6.274192983141,9.705353446324,6.522956753337,0.015959553631,0.009041650165,False
166,0,166,trot_FR_RL,0.334000000,solved,0.314814367832,0.045980405079,-0.043789286441,0.072298184789,7.257733296751e-08,2.678193723387e-09,1.233595836690e-01,13.529990372191,9.706513807895,5.699130264771,0.032464088750,0.018909319126,False
167,0,167,trot_FR_RL,0.336000000,solved,0.314374387295,0.049192660152,-0.044396574889,0.071889776395,7.292553347171e-08,2.665987587060e-09,1.384187042961e-01,6.275309880734,9.706522110326,6.524064817651,0.015652446002,0.008958178440,False
168,0,168,trot_FR_RL,0.338000000,solved,0.313904191836,0.048813652025,-0.044933093225,0.071096131953,7.203554684164e-08,2.651039326996e-09,1.322522418488e-01,13.528158655175,9.707569873861,5.733622458320,0.033904488257,0.019894689042,False
169,0,169,trot_FR_RL,0.340000000,solved,0.313393914412,0.052441993074,-0.045483157884,0.070388183721,7.218165257337e-08,2.628665720404e-09,1.477840969472e-01,6.314696344041,9.708608164825,6.563831674648,0.013084193767,0.006806417848,False
170,0,170,trot_FR_RL,0.342000000,solved,0.312846114380,0.052044388721,-0.046021516717,0.070090009109,7.184017904341e-08,2.637373581834e-09,1.387096474545e-01,13.481288476905,9.710129570737,6.049692326873,0.029898235607,0.017591997690,False
171,0,171,trot_FR_RL,0.344000000,solved,0.312258941555,0.055686205570,-0.046568296252,0.069251780422,7.206209176456e-08,2.614246391376e-09,1.556695218568e-01,6.302289977317,9.711270143017,6.640988911512,0.015282741385,0.009027765278,False
172,0,172,trot_FR_RL,0.346000000,solved,0.311634357717,0.055316869022,-0.047101911636,0.068834718050,7.149956518552e-08,2.612631006015e-09,1.479557333096e-01,13.490625540936,9.712677897915,6.059524023262,0.029394386289,0.017477569784,False
173,0,173,trot_FR_RL,0.348000000,solved,0.310971691098,0.059011838686,-0.047633681250,0.067875771612,7.169786725941e-08,2.591308235956e-09,1.653588081490e-01,6.298073065959,9.714007700718,6.871793035936,0.016466253361,0.009895805830,False
174,0,174,trot_FR_RL,0.350000000,solved,0.310271734353,0.058707568579,-0.048150664675,0.067383923138,7.089659452536e-08,2.578866675934e-09,1.589632802115e-01,13.489946352555,9.715438210836,6.100495165400,0.030362715492,0.018177272718,False
175,0,175,trot_FR_RL,0.352000000,solved,0.309538098242,0.062495242749,-0.048667973646,0.066239843179,7.109109951366e-08,2.559704507574e-09,1.769261675160e-01,6.297291371645,9.716983930845,7.182646051019,0.016872552476,0.009679753216,False
176,0,176,trot_FR_RL,0.354000000,solved,0.308790409080,0.063377346471,-0.049005553766,0.065689032732,6.999726653349e-08,2.534751220403e-09,1.719954826257e-01,13.236265275791,9.718905827645,5.974405902968,0.032020694007,0.019081619633,False
177,0,177,trot_FR_RL,0.356000000,solved,0.308027730798,0.067442287327,-0.049251422346,0.064221323130,6.959618985101e-08,2.498962850535e-09,1.905505098942e-01,6.407201931041,9.723355416617,6.657937857193,0.020060257348,0.011453418147,False
178,0,178,trot_FR_RL,0.358000000,solved,0.307225146912,0.067526320608,-0.049499968368,0.064460170414,6.975326799210e-08,2.535607162617e-09,1.870287802111e-01,13.136047783794,9.729658098723,5.762245704034,0.023600927330,0.014775643312,False
179,0,179,trot_FR_RL,0.360000000,solved,0.306401216365,0.071836952507,-0.049759103743,0.061107395342,6.927649013134e-08,2.478525010101e-09,2.189106628414e-01,6.288987925217,9.728994094478,6.539579694864,0.040245110619,0.025322795002,False
180,0,180,trot_FR_RL,0.362000000,solved,0.305540760261,0.072222393132,-0.050003640229,0.063268404841,6.875571316662e-08,2.492980842566e-09,1.969967246395e-01,11.937143567075,9.738516092366,5.871131860480,0.022310249741,0.012196609579,False
181,0,181,trot_FR_RL,0.364000000,solved,0.304671383513,0.076891285130,-0.050251300094,0.059443829789,6.831912991934e-08,2.444345194452e-09,2.307885654621e-01,6.330622522178,9.742612212353,7.222707880728,0.034314676173,0.018742812999,False
182,0,182,trot_FR_RL,0.366000000,solved,0.303839791521,0.077184737639,-0.050727016198,0.061404618909,6.682178786339e-08,2.417347981035e-09,2.134611201234e-01,11.094164586229,9.757575871339,6.224379101655,0.027638920471,0.014963658987,False
183,0,183,trot_FR_RL,0.368000000,solved,0.302913845842,0.082230802433,-0.051492108989,0.059051822373,6.718759474355e-08,2.401768095694e-09,2.461845765039e-01,14.668506031966,9.751201673528,6.758266049775,0.033835837026,0.016789836001,False
184,0,184,trot_FR_RL,0.370000000,solved,0.302020220467,0.082001952038,-0.052342034823,0.061084844445,6.643663449111e-08,2.395638547728e-09,2.149201546657e-01,12.888792788668,9.761142151939,6.713598014934,0.028098650924,0.015871846726,False
185,0,185,trot_FR_RL,0.372000000,solved,0.301100998398,0.086551639278,-0.052604729294,0.060034034719,6.914417318327e-08,2.507548448294e-09,2.401598823961e-01,11.777377336581,9.757614485883,6.811886003589,0.037767442918,0.025980322496,False
186,0,186,trot_FR_RL,0.374000000,solved,0.300304949015,0.086553471002,-0.052248824465,0.061043323415,6.400063085900e-08,2.349588736456e-09,2.273684935399e-01,9.063403894051,9.768335745676,6.598154446053,0.026750869835,0.016706566349,False
187,0,187,trot_FR_RL,0.376000000,solved,0.299446416299,0.087444882304,-0.053042411465,0.058273575331,6.609985911108e-08,2.421492160853e-09,2.549272556427e-01,12.762804826973,9.765082696431,6.561488931939,0.028641649037,0.014826389758,False
188,0,188,trot_FR_RL,0.378000000,solved,0.298724270128,0.084179436278,-0.053108182194,0.058504184031,6.692664658552e-08,2.477436533341e-09,2.496984629625e-01,8.749975813019,9.765458886978,6.754337483646,0.013246055852,0.006786325197,False
189,0,189,trot_FR_RL,0.380000000,solved,0.298032307790,0.085744290191,-0.053340936823,0.058532223188,6.879898621183e-08,2.528485292854e-09,2.629309436127e-01,10.329315824505,9.748546238412,6.540780616664,0.032860779804,0.023887183776,False
190,0,190,trot_FR_RL,0.382000000,solved,0.297445365677,0.083576609940,-0.053528664743,0.059609629827,6.556128200193e-08,2.436764380332e-09,2.417158160008e-01,10.466753278436,9.758843407043,5.784555225528,0.025207896577,0.015399042233,False
191,0,191,trot_FR_RL,0.384000000,solved,0.296808158076,0.086033934352,-0.053874031623,0.059393893345,6.844165546648e-08,2.521073441889e-09,2.598843737116e-01,11.626194778569,9.743166840909,6.918629620651,0.029417897947,0.018940256294,False
192,0,192,trot_FR_RL,0.386000000,solved,0.296336879943,0.083419547864,-0.053911797031,0.059757117479,6.473674963453e-08,2.411379598006e-09,2.382816328840e-01,10.058537462395,9.759452949156,6.095882200723,0.027152085016,0.016286108247,False
193,0,193,trot_FR_RL,0.388000000,solved,0.295921570023,0.084494397504,-0.054577030128,0.059787187846,6.801804949789e-08,2.507945940477e-09,2.583397269532e-01,9.529168334206,9.744859835784,6.973943138577,0.028771281428,0.017715798918,False
194,0,194,trot_FR_RL,0.390000000,solved,0.295713981015,0.083310566575,-0.054105276274,0.059286154824,6.513833077228e-08,2.418730386884e-09,2.473712896131e-01,9.340648116812,9.750661973308,5.900367769824,0.024290362660,0.017024703254,False
195,0,195,trot_FR_RL,0.392000000,solved,0.295544373261,0.081815437016,-0.054191327154,0.060508316822,6.647658162168e-08,2.458708544021e-09,2.503267321885e-01,10.567615689948,9.743251195650,7.223205809976,0.015200292852,0.007717039566,False
196,0,196,trot_FR_RL,0.394000000,solved,0.295568603308,0.080537636184,-0.053364446466,0.060579293264,6.656889098899e-08,2.478781581412e-09,2.513445573121e-01,10.583798540064,9.739842551522,6.641026424875,0.031966709723,0.020618841570,False
197,0,197,trot_FR_RL,0.396000000,solved,0.295664615034,0.080680500034,-0.053135473155,0.061196258807,6.558282343161e-08,2.434444407253e-09,2.467369675535e-01,10.798744576475,9.731654536880,7.514915804857,0.025357279415,0.016654763526,False
198,0,198,trot_FR_RL,0.398000000,solved,0.295857440340,0.079380423624,-0.053095543936,0.062425845921,6.518294060695e-08,2.425578720758e-09,2.424852094602e-01,10.788092615534,9.728125787897,4.670532706680,0.015319824559,0.012023624704,False
199,0,199,trot_FR_RL,0.400000000,solved,0.296099530179,0.082460205944,-0.051719322920,0.061840617437,6.490492115287e-08,2.422718148482e-09,2.489639393912e-01,11.634783330926,9.724068639677,7.882347004436,0.020610596656,0.010853616732,False
200,1,0,trot_FL_RR,0.402000000,solved,0.296392293844,0.080001439544,-0.051211240330,0.028218490787,7.538572135968e-08,3.136404547143e-09,1.129050741625e-01,12.077679934693,7.731404125438,5.822436298560,4.585214741716,2.277670654797,False
201,1,1,trot_FL_RR,0.404000000,solved,0.296837894674,0.081515945982,-0.050393453064,0.031056909033,7.594103071511e-08,3.157448793969e-09,1.122667754047e-01,7.401337332651,6.140217998310,4.571224593004,3.650024551072,1.810443613293,False
202,1,2,trot_FL_RR,0.406000000,solved,0.297376145623,0.079608157487,-0.048680879237,0.032088485341,7.629100181031e-08,3.107006457599e-09,1.116944908749e-01,8.156709428572,5.265118337082,7.537731641900,2.917925035665,1.439524268235,False
203,1,3,trot_FL_RR,0.408000000,solved,0.297881576515,0.081535073126,-0.048378099580,0.037881996834,7.701533033558e-08,3.144051723672e-09,1.194066198410e-01,8.750832106451,6.398769825525,5.018871948746,2.310475604262,1.133651488442,False
204,1,4,trot_FL_RR,0.410000000,solved,0.298517425760,0.080722673870,-0.046928554460,0.035346994087,7.386501717822e-08,3.018697367923e-09,1.146116268813e-01,13.533351812719,7.311078376236,7.316452131164,1.865997083978,0.912308550711,False
205,1,5,trot_FL_RR,0.412000000,solved,0.299093062604,0.079596692802,-0.046101197468,0.040254254051,7.817433679005e-08,3.146781838791e-09,1.175539954372e-01,6.577070975210,8.019565008008,4.111656037342,1.465723873955,0.708486631772,False
206,1,6,trot_FL_RR,0.414000000,solved,0.299763461031,0.078408138956,-0.044494847148,0.039105574368,7.577410837618e-08,3.008529810224e-09,1.080203721991e-01,11.126505688304,8.590589096798,4.612047509126,1.182114438670,0.571024088790,False
207,1,7,trot_FL_RR,0.416000000,solved,0.300335530816,0.080960644465,-0.043580994158,0.044175472576,8.072430430247e-08,3.187292526712e-09,1.222898319587e-01,11.217851373573,9.021806421647,5.182031352984,0.918308708334,0.431217324849,False
208,1,8,trot_FL_RR,0.418000000,solved,0.300995370010,0.078524618105,-0.041833772126,0.038421947266,7.724967678392e-08,3.078654287756e-09,1.415040519597e-01,10.361392524373,9.382717091863,8.756022362315,0.779854996439,0.360910670216,False
209,1,9,trot_FL_RR,0.420000000,solved,0.301610869503,0.079934465463,-0.040550956241,0.048147417450,8.254598857579e-08,3.240006499248e-09,1.285148544540e-01,7.979288131165,9.641798653959,4.978630253017,0.564610426858,0.266570708213,False
210,1,10,trot_FL_RR,0.422000000,solved,0.302246584735,0.076399026662,-0.039096223954,0.043394989892,7.633342431764e-08,2.981037170854e-09,1.497826053058e-01,14.605507400019,9.856238003252,5.822354228094,0.491633580569,0.223487870331,False
211,1,11,trot_FL_RR,0.424000000,solved,0.302857690280,0.077064073164,-0.037896637651,0.051605285615,8.399007814683e-08,3.221986901085e-09,1.306927739391e-01,10.671433456982,10.001860988922,6.399751334229,0.346776059007,0.169900475529,False
212,1,12,trot_FL_RR,0.426000000,solved,0.303502379996,0.072628351206,-0.035990192555,0.048813970496,7.912952463180e-08,3.036760262587e-09,1.585554291537e-01,13.296708285126,10.115871715371,5.678426620730,0.306909666172,0.145583160642,False
213,1,13,trot_FL_RR,0.428000000,solved,0.304050791781,0.072955208263,-0.034675750015,0.058486179967,8.534152490900e-08,3.241333386161e-09,1.376610889844e-01,16.101664018675,10.174790837426,7.684358184968,0.219115477013,0.107341008709,False
214,1,14,trot_FL_RR,0.430000000,solved,0.304636572569,0.068187361089,-0.032611169854,0.052957021791,8.081271820453e-08,3.107702830966e-09,1.617704928064e-01,12.393680308147,10.232602269612,5.650016387595,0.200354822664,0.094737277287,False
215,1,15,trot_FL_RR,0.432000000,solved,0.305198199364,0.067676063485,-0.030811764270,0.062884357753,8.504832816006e-08,3.230234540477e-09,1.386464567983e-01,10.925674194491,10.247801808966,8.584220674106,0.157265782461,0.071401257553,False
216,1,16,trot_FL_RR,0.434000000,solved,0.305769939221,0.062455194639,-0.028868801505,0.058129092713,7.999532014223e-08,3.028843230345e-09,1.581349147292e-01,11.730634335758,10.264344153432,5.595931429746,0.134849883495,0.062465655965,False
217,1,17,trot_FL_RR,0.436000000,solved,0.306246833368,0.061996519194,-0.027487682890,0.067497589000,8.542576304757e-08,3.217674138102e-09,1.372564263649e-01,13.356800765192,10.248322263027,9.151522259485,0.131243817265,0.074562481876,False
218,1,18,trot_FL_RR,0.438000000,solved,0.306765031922,0.056661354776,-0.025455413287,0.060349648182,8.182439782800e-08,3.145604956106e-09,1.587972443727e-01,11.539664739390,10.252623622726,7.154790325356,0.100280219522,0.041464350039,False
219,1,19,trot_FL_RR,0.440000000,solved,0.307250382380,0.055561867816,-0.023693438497,0.071331519343,8.314198392610e-08,3.147690905579e-09,1.393623746887e-01,10.068916458124,10.220893401923,9.519758948639,0.123686990448,0.075279353056,False
220,1,20,trot_FL_RR,0.442000000,solved,0.307739485250,0.049827793445,-0.021354799305,0.065978728791,7.766076494077e-08,2.941117747537e-09,1.567876025387e-01,15.196510664422,10.200808019570,5.472040332826,0.083803452439,0.046149199509,False
221,1,21,trot_FL_RR,0.444000000,solved,0.308130970995,0.048860034384,-0.019590477873,0.076449621599,8.229089346208e-08,3.108685685029e-09,1.405635035253e-01,13.815358657648,10.150145930104,9.764437487526,0.142909633841,0.082084335776,False
222,1,22,trot_FL_RR,0.446000000,solved,0.308547213154,0.042991744129,-0.017175990829,0.068280801950,7.786614396491e-08,2.970966640846e-09,1.560160570722e-01,14.001559067755,10.130522280082,6.598199407260,0.083230303293,0.047640653767,False
223,1,23,trot_FL_RR,0.448000000,solved,0.308917653832,0.041421706576,-0.015124164094,0.079110693776,8.119655598799e-08,3.059160064355e-09,1.372492386489e-01,11.436087148005,10.079402125845,9.876091509521,0.138177450227,0.081055063363,False
224,1,24,trot_FL_RR,0.450000000,solved,0.309249433995,0.035910225895,-0.013068744122,0.072319183291,7.590813500712e-08,2.863780852395e-09,1.485721468866e-01,13.932655060636,10.048254519918,5.381893882274,0.084051358754,0.053601233214,False
225,1,25,trot_FL_RR,0.452000000,solved,0.309558424427,0.034447410048,-0.010846324668,0.079730250062,8.170011688970e-08,3.096287792558e-09,1.325788243135e-01,9.713117001284,10.005168473218,9.940637075206,0.107954657292,0.066252995812,False
226,1,26,trot_FL_RR,0.454000000,solved,0.309843497015,0.028832916036,-0.008579238506,0.075124636780,7.311939756832e-08,2.754940797901e-09,1.487682058341e-01,12.710302731370,9.971093725417,5.629738305299,0.083204346728,0.053893251553,False
227,1,27,trot_FL_RR,0.456000000,solved,0.310097552436,0.027301784251,-0.006210399308,0.083520712017,7.889111401182e-08,2.981242504115e-09,1.394123524465e-01,9.791247178995,9.917989373242,10.031395010141,0.128943080993,0.075593708721,False
