mode,target_scale,wbc_scale,kp,kd,num_knots,knot_hold_steps,total_steps,torque_limit,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_0p15,max_abs_pitch,pitch_margin_to_0p15,z_margin_to_0p22,max_tau_pd_abs,max_tau_wbc_abs,max_tau_total_abs,saturation_steps,max_joint_error,max_swing_joint_error,max_stance_joint_error,min_swing_foot_z,max_swing_foot_z,pass,pass_margin
trot_FR_RL,0.25,0.6,60.0,4.0,9,80,720,23.7,0.284805846483,0.287949734582,0.277751065095,0.300262006284,0.003143888098,0.048884429313,-0.024255223209,0.186980192172,-0.036980192172,0.123769695208,0.026230304792,0.057751065095,21.895727152370,6.382991401645,20.156125549065,0,0.141142594257,0.141142594257,0.098733471201,0.005565092779,0.065775483727,False,False
trot_FR_RL,0.25,0.6,60.0,6.0,9,80,720,23.7,0.284805846483,0.283141002975,0.275999541232,0.288195391861,-0.001664843509,0.152368839722,-0.057960381367,0.196559153027,-0.046559153027,0.122285091401,0.027714908599,0.055999541232,29.090454900802,6.382991401645,23.700000000000,64,0.130027164682,0.130027164682,0.064212122781,0.010386234706,0.061888470736,False,False
trot_FR_RL,0.25,0.6,80.0,2.0,9,80,720,23.7,0.284805846483,0.292549918491,0.284791364535,0.297878540797,0.007744072008,0.048742831334,-0.030388890495,0.127749630088,0.022250369912,0.087569760790,0.062430239210,0.064791364535,15.125506718857,6.382991401645,11.697112644788,0,0.086192157793,0.080817529354,0.086192157793,0.009851316022,0.066394256262,True,True
trot_FR_RL,0.25,0.6,80.0,4.0,9,80,720,23.7,0.284805846483,0.286403859798,0.281839927933,0.292685610040,0.001598013315,0.091556962077,-0.041572568359,0.172390198880,-0.022390198880,0.078688530752,0.071311469248,0.061839927933,21.430725097537,6.382991401645,17.460453118517,0,0.077182960261,0.077182960261,0.064841137998,0.011899002220,0.069593827314,False,False
trot_FR_RL,0.25,0.6,80.0,6.0,9,80,720,23.7,0.284805846483,0.283416426286,0.273457648615,0.289453308473,-0.001389420197,0.106753125102,-0.031310148989,0.182174516858,-0.032174516858,0.098930613813,0.051069386187,0.053457648615,29.567921301622,6.382991401645,23.700000000000,90,0.110871089812,0.110871089812,0.110261960648,0.010048756332,0.066585924122,False,False
trot_FR_RL,0.5,0.0,60.0,2.0,9,80,720,23.7,0.284805846483,0.283076403462,0.268336880837,0.286991392247,-0.001729443021,-0.030758995945,0.013064657567,0.128818921721,0.021181078279,0.076715001456,0.073284998544,0.048336880837,11.302422991718,0.000000000000,11.302422991718,0,0.104490255232,0.104490255232,0.032381083384,0.006857296423,0.054943024320,False,True
trot_FR_RL,0.5,0.0,60.0,4.0,9,80,720,23.7,0.284805846483,0.267781951487,0.259815544033,0.284907870372,-0.017023894996,0.003707093174,-0.017073115362,0.130526979488,0.019473020512,0.085271344992,0.064728655008,0.039815544033,17.279884517703,0.000000000000,17.279884517703,0,0.119128267612,0.119128267612,0.080240295066,0.007147883785,0.060371366858,False,True
trot_FR_RL,0.5,0.0,60.0,6.0,9,80,720,23.7,0.284805846483,0.262080817026,0.252955631445,0.284907870372,-0.022725029457,-0.023563752645,0.010495140058,0.099082336114,0.050917663886,0.068504850627,0.081495149373,0.032955631445,26.170971615107,0.000000000000,23.700000000000,63,0.177208951903,0.177208951903,0.125125044176,0.007857368956,0.066849721787,False,True
trot_FR_RL,0.5,0.0,80.0,2.0,9,80,720,23.7,0.284805846483,0.278336914839,0.272750294347,0.284895731721,-0.006468931645,-0.002180864487,-0.011131230068,0.075793848987,0.074206151013,0.054199897852,0.095800102148,0.052750294347,11.637903409117,0.000000000000,11.637903409117,0,0.080589813776,0.080589813776,0.024408707527,0.010642266901,0.048915705100,True,True
trot_FR_RL,0.5,0.0,80.0,4.0,9,80,720,23.7,0.284805846483,0.279801727466,0.266075626439,0.284907713870,-0.005004119018,0.022087671389,0.006044866518,0.171885948008,-0.021885948008,0.111085238681,0.038914761319,0.046075626439,18.147590339118,0.000000000000,18.147590339118,0,0.103813591241,0.103813591241,0.060639489316,0.008158504093,0.065195073347,False,False
trot_FR_RL,0.5,0.0,80.0,6.0,9,80,720,23.7,0.284805846483,0.268499916635,0.260695194573,0.284907713870,-0.016305929848,-0.005964186068,-0.020193925921,0.102811374748,0.047188625252,0.086992384930,0.063007615070,0.040695194573,25.969638202717,0.000000000000,23.700000000000,73,0.129084291416,0.129084291416,0.096730452122,0.009621894216,0.047261793746,False,True
